post_id,user_id,topic_circle,engagement_seed
post_3468,2115,1912_circle20,6
post_3469,2115,1912_circle20,6
post_3470,2115,1912_circle20,6
post_3471,2115,1912_circle20,6
post_3472,2116,1912_circle1,3
post_3473,2116,1912_circle1,3
post_3474,2116,1912_circle1,3
post_3475,2117,1912_circle38,6
post_3476,2117,1912_circle41,6
post_3477,2117,1912_circle38,6
post_3478,2118,1912_circle20,8
post_3479,2118,1912_circle20,8
post_3480,2118,1912_circle20,8
post_3481,2118,1912_circle20,8
post_3482,2119,1912_circle41,1
post_3483,2120,1912_circle15,1
post_3484,2121,1912_circle20,7
post_3485,2121,1912_circle31,7
post_3486,2121,1912_circle20,7
post_3487,2121,1912_circle31,7
post_3488,2122,1912_circle20,6
post_3489,2122,1912_circle20,6
post_3490,2122,1912_circle20,6
post_3491,2123,1912_circle20,9
post_3492,2123,1912_circle20,9
post_3493,2123,1912_circle20,9
post_3494,2123,1912_circle20,9
post_3495,2124,1912_circle20,7
post_3496,2124,1912_circle20,7
post_3497,2124,1912_circle20,7
post_3498,2124,1912_circle20,7
post_3499,2124,1912_circle20,7
post_3500,2125,1912_circle15,5
post_3501,2125,1912_circle38,5
post_3502,2125,1912_circle7,5
post_3503,2125,1912_circle15,5
post_3504,2126,1912_circle34,3
post_3505,2126,1912_circle41,3
post_3506,2126,1912_circle34,3
post_3507,2127,1912_circle38,5
post_3508,2127,1912_circle38,5
post_3509,2127,1912_circle38,5
post_3510,2128,1912_circle33,4
post_3511,2128,1912_circle35,4
post_3512,2129,1912_circle36,2
post_3513,2130,1912_circle36,1
post_3514,2131,1912_circle20,8
post_3515,2131,1912_circle20,8
post_3516,2131,1912_circle20,8
post_3517,2131,1912_circle20,8
post_3518,2132,1912_circle21,4
post_3519,2132,1912_circle21,4
post_3520,2132,1912_circle21,4
post_3521,2133,1912_circle11,7
post_3522,2133,1912_circle38,7
post_3523,2133,1912_circle41,7
post_3524,2133,1912_circle11,7
post_3525,2134,1912_circle10,4
post_3526,2134,1912_circle14,4
post_3527,2134,1912_circle38,4
post_3528,2135,1912_circle38,4
post_3529,2135,1912_circle38,4
post_3530,2136,1912_circle20,3
post_3531,2136,1912_circle20,3
post_3532,2137,1912_circle12,2
post_3533,2138,1912_circle38,6
post_3534,2138,1912_circle38,6
post_3535,2138,1912_circle38,6
post_3536,2138,1912_circle38,6
post_3537,2139,1912_circle20,8
post_3538,2139,1912_circle20,8
post_3539,2139,1912_circle20,8
post_3540,2139,1912_circle20,8
post_3541,2139,1912_circle20,8
post_3542,2140,1912_circle20,7
post_3543,2140,1912_circle20,7
post_3544,2140,1912_circle20,7
post_3545,2140,1912_circle20,7
post_3546,2140,1912_circle20,7
post_3547,2141,1912_circle41,1
post_3548,2141,1912_circle41,1
post_3549,2142,1912_circle10,9
post_3550,2142,1912_circle14,9
post_3551,2142,1912_circle15,9
post_3552,2142,1912_circle20,9
post_3553,2143,1912_circle1,5
post_3554,2143,1912_circle33,5
post_3555,2143,1912_circle38,5
post_3556,2143,1912_circle1,5
post_3557,2144,1912_circle40,4
post_3558,2144,1912_circle40,4
post_3559,2145,1912_circle41,2
post_3560,2146,1912_circle41,1
post_3561,2146,1912_circle41,1
post_3562,2147,1912_circle20,2
post_3563,2148,1912_circle38,4
post_3564,2148,1912_circle38,4
post_3565,2149,1912_circle35,6
post_3566,2149,1912_circle38,6
post_3567,2149,1912_circle35,6
post_3568,2150,1912_circle20,8
post_3569,2150,1912_circle20,8
post_3570,2150,1912_circle20,8
post_3571,2150,1912_circle20,8
post_3572,2150,1912_circle20,8
post_3573,2151,1912_circle38,4
post_3574,2151,1912_circle40,4
post_3575,2151,1912_circle38,4
post_3576,2152,1912_circle41,1
post_3577,2153,1912_circle38,6
post_3578,2153,1912_circle5,6
post_3579,2153,1912_circle38,6
post_3580,2153,1912_circle5,6
post_3581,2154,1912_circle20,7
post_3582,2154,1912_circle20,7
post_3583,2154,1912_circle20,7
post_3584,2154,1912_circle20,7
post_3585,2155,1912_circle41,2
post_3586,2156,1912_circle15,2
post_3587,2157,1912_circle1,2
post_3588,2157,1912_circle1,2
post_3589,2158,1912_circle41,1
post_3590,2159,1912_circle1,2
post_3591,2160,1912_circle41,1
post_3592,2161,1912_circle21,4
post_3593,2161,1912_circle21,4
post_3594,2162,1912_circle41,1
post_3595,2163,1912_circle38,2
post_3596,2164,1912_circle20,4
post_3597,2164,1912_circle20,4
post_3598,2165,1912_circle20,6
post_3599,2165,1912_circle20,6
post_3600,2165,1912_circle20,6
post_3601,2166,general,1
post_3602,2167,1912_circle34,1
post_3603,2168,1912_circle15,1
post_3604,2169,1912_circle36,5
post_3605,2169,1912_circle38,5
post_3606,2169,1912_circle36,5
post_3607,2170,1912_circle27,1
post_3608,2171,1912_circle1,3
post_3609,2171,1912_circle1,3
post_3610,2172,1912_circle20,8
post_3611,2172,1912_circle20,8
post_3612,2172,1912_circle20,8
post_3613,2172,1912_circle20,8
post_3614,2173,1912_circle41,2
post_3615,2174,1912_circle10,5
post_3616,2174,1912_circle38,5
post_3617,2174,1912_circle41,5
post_3618,2175,1912_circle41,1
post_3619,2176,1912_circle11,5
post_3620,2176,1912_circle38,5
post_3621,2176,1912_circle41,5
post_3622,2176,1912_circle11,5
post_3623,2177,1912_circle21,1
post_3624,2178,1912_circle41,1
post_3625,2179,1912_circle20,4
post_3626,2179,1912_circle20,4
post_3627,2179,1912_circle20,4
post_3628,2180,general,5
post_3629,2180,general,5
post_3630,2180,general,5
post_3631,2181,1912_circle41,1
post_3632,2182,1912_circle17,1
post_3633,2183,1912_circle0,6
post_3634,2183,1912_circle15,6
post_3635,2183,1912_circle38,6
post_3636,2183,1912_circle0,6
post_3637,2184,1912_circle20,8
post_3638,2184,1912_circle20,8
post_3639,2184,1912_circle20,8
post_3640,2184,1912_circle20,8
post_3641,2184,1912_circle20,8
post_3642,2185,1912_circle4,1
post_3643,2186,1912_circle11,1
post_3644,2187,1912_circle38,6
post_3645,2187,1912_circle38,6
post_3646,2187,1912_circle38,6
post_3647,2187,1912_circle38,6
post_3648,2188,1912_circle20,8
post_3649,2188,1912_circle20,8
post_3650,2188,1912_circle20,8
post_3651,2188,1912_circle20,8
post_3652,2189,1912_circle20,5
post_3653,2189,1912_circle38,5
post_3654,2189,1912_circle20,5
post_3655,2189,1912_circle38,5
post_3656,2190,1912_circle20,7
post_3657,2190,1912_circle20,7
post_3658,2190,1912_circle20,7
post_3659,2190,1912_circle20,7
post_3660,2191,1912_circle38,4
post_3661,2191,1912_circle5,4
post_3662,2191,1912_circle38,4
post_3663,2192,1912_circle1,2
post_3664,2193,1912_circle41,1
post_3665,2194,1912_circle38,5
post_3666,2194,1912_circle38,5
post_3667,2194,1912_circle38,5
post_3668,2194,1912_circle38,5
post_3669,2195,general,1
post_3670,2196,1912_circle38,5
post_3671,2196,1912_circle38,5
post_3672,2196,1912_circle38,5
post_3673,2197,1912_circle41,1
post_3674,2198,general,3
post_3675,2198,general,3
post_3676,2199,1912_circle21,7
post_3677,2199,1912_circle38,7
post_3678,2199,1912_circle21,7
post_3679,2199,1912_circle38,7
post_3680,2200,1912_circle20,7
post_3681,2200,1912_circle20,7
post_3682,2200,1912_circle20,7
post_3683,2200,1912_circle20,7
post_3684,2201,1912_circle20,8
post_3685,2201,1912_circle20,8
post_3686,2201,1912_circle20,8
post_3687,2201,1912_circle20,8
post_3688,2202,general,2
post_3689,2203,1912_circle38,4
post_3690,2203,1912_circle42,4
post_3691,2204,1912_circle10,1
post_3692,2205,general,1
post_3693,2206,1912_circle20,9
post_3694,2206,1912_circle20,9
post_3695,2206,1912_circle20,9
post_3696,2206,1912_circle20,9
post_3697,2207,general,1
post_3698,2208,1912_circle45,1
post_3699,2209,1912_circle11,2
post_3700,2209,1912_circle38,2
post_3701,2210,1912_circle20,4
post_3702,2210,1912_circle20,4
post_3703,2211,1912_circle11,3
post_3704,2211,1912_circle41,3
post_3705,2211,1912_circle11,3
post_3706,2212,1912_circle20,6
post_3707,2212,1912_circle20,6
post_3708,2212,1912_circle20,6
post_3709,2212,1912_circle20,6
post_3710,2213,general,5
post_3711,2213,general,5
post_3712,2213,general,5
post_3713,2213,general,5
post_3714,2214,1912_circle36,2
post_3715,2215,1912_circle29,3
post_3716,2215,1912_circle36,3
post_3717,2215,1912_circle29,3
post_3718,2216,1912_circle20,6
post_3719,2216,1912_circle20,6
post_3720,2216,1912_circle20,6
post_3721,2217,1912_circle16,1
post_3722,2218,1912_circle20,9
post_3723,2218,1912_circle31,9
post_3724,2218,1912_circle20,9
post_3725,2218,1912_circle31,9
post_3726,2219,1912_circle4,1
post_3727,2220,1912_circle20,8
post_3728,2220,1912_circle20,8
post_3729,2220,1912_circle20,8
post_3730,2220,1912_circle20,8
post_3731,2220,1912_circle20,8
post_3732,2221,1912_circle15,2
post_3733,2221,1912_circle21,2
post_3734,2222,1912_circle21,2
post_3735,2223,1912_circle38,5
post_3736,2223,1912_circle38,5
post_3737,2223,1912_circle38,5
post_3738,2224,1912_circle15,6
post_3739,2224,1912_circle38,6
post_3740,2224,1912_circle7,6
post_3741,2225,1912_circle31,2
post_3742,2225,1912_circle31,2
post_3743,2226,general,3
post_3744,2226,general,3
post_3745,2227,1912_circle36,1
post_3746,2228,1912_circle41,2
post_3747,2228,1912_circle41,2
post_3748,2229,1912_circle20,9
post_3749,2229,1912_circle44,9
post_3750,2229,1912_circle20,9
post_3751,2229,1912_circle44,9
post_3752,2230,1912_circle18,1
post_3753,2231,1912_circle15,2
post_3754,2231,1912_circle41,2
post_3755,2232,1912_circle15,3
post_3756,2232,1912_circle41,3
post_3757,2233,1912_circle20,9
post_3758,2233,1912_circle20,9
post_3759,2233,1912_circle20,9
post_3760,2233,1912_circle20,9
post_3761,2234,1912_circle20,2
post_3762,2235,1912_circle21,3
post_3763,2235,1912_circle21,3
post_3764,2235,1912_circle21,3
post_3765,2236,1912_circle41,2
post_3766,2236,1912_circle41,2
post_3767,2237,1912_circle20,5
post_3768,2237,1912_circle20,5
post_3769,2237,1912_circle20,5
post_3770,2238,1912_circle41,1
post_3771,2239,general,2
post_3772,2239,general,2
post_3773,2240,1912_circle20,9
post_3774,2240,1912_circle20,9
post_3775,2240,1912_circle20,9
post_3776,2240,1912_circle20,9
post_3777,2241,1912_circle10,5
post_3778,2241,1912_circle26,5
post_3779,2241,1912_circle38,5
post_3780,2242,1912_circle41,2
post_3781,2243,1912_circle15,3
post_3782,2243,1912_circle21,3
post_3783,2244,1912_circle20,8
post_3784,2244,1912_circle44,8
post_3785,2244,1912_circle20,8
post_3786,2244,1912_circle44,8
post_3787,2244,1912_circle20,8
post_3788,2245,1912_circle34,1
post_3789,2246,1912_circle38,4
post_3790,2246,1912_circle8,4
post_3791,2247,1912_circle38,5
post_3792,2247,1912_circle8,5
post_3793,2247,1912_circle38,5
post_3794,2247,1912_circle8,5
post_3795,2248,1912_circle41,1
post_3796,2249,1912_circle36,1
post_3797,2250,1912_circle38,5
post_3798,2250,1912_circle42,5
post_3799,2250,1912_circle38,5
post_3800,2250,1912_circle42,5
post_3801,2251,1912_circle36,1
post_3802,2252,1912_circle21,1
post_3803,2253,1912_circle20,7
post_3804,2253,1912_circle20,7
post_3805,2253,1912_circle20,7
post_3806,2253,1912_circle20,7
post_3807,2254,1912_circle38,4
post_3808,2254,1912_circle4,4
post_3809,2255,1912_circle27,1
post_3810,2256,1912_circle36,1
post_3811,2257,1912_circle20,7
post_3812,2257,1912_circle20,7
post_3813,2257,1912_circle20,7
post_3814,2257,1912_circle20,7
post_3815,2258,1912_circle20,2
post_3816,2259,1912_circle27,3
post_3817,2259,1912_circle38,3
post_3818,2260,1912_circle23,1
post_3819,2261,1912_circle20,6
post_3820,2261,1912_circle20,6
post_3821,2261,1912_circle20,6
post_3822,2261,1912_circle20,6
post_3823,2262,1912_circle20,1
post_3824,2263,1912_circle36,1
post_3825,2264,general,3
post_3826,2264,general,3
post_3827,2265,1912_circle36,1
post_3828,2266,1912_circle10,10
post_3829,2266,1912_circle15,10
post_3830,2266,1912_circle20,10
post_3831,2266,1912_circle10,10
post_3832,2267,1912_circle20,4
post_3833,2267,1912_circle20,4
post_3834,2268,1912_circle1,6
post_3835,2268,1912_circle35,6
post_3836,2268,1912_circle38,6
post_3837,2269,general,1
post_3838,2270,1912_circle36,1
post_3839,2271,1912_circle20,8
post_3840,2271,1912_circle20,8
post_3841,2271,1912_circle20,8
post_3842,2271,1912_circle20,8
post_3843,2272,1912_circle41,2
post_3844,2273,1912_circle38,4
post_3845,2273,1912_circle40,4
post_3846,2274,1912_circle21,2
post_3847,2275,1912_circle20,8
post_3848,2275,1912_circle20,8
post_3849,2275,1912_circle20,8
post_3850,2275,1912_circle20,8
post_3851,2276,1912_circle20,7
post_3852,2276,1912_circle20,7
post_3853,2276,1912_circle20,7
post_3854,2276,1912_circle20,7
post_3855,2277,1912_circle41,1
post_3856,2278,1912_circle20,7
post_3857,2278,1912_circle33,7
post_3858,2278,1912_circle20,7
post_3859,2278,1912_circle33,7
post_3860,2279,1912_circle38,6
post_3861,2279,1912_circle38,6
post_3862,2279,1912_circle38,6
post_3863,2280,1912_circle21,3
post_3864,2280,1912_circle38,3
post_3865,2280,1912_circle21,3
post_3866,2281,general,1
post_3867,2282,1912_circle21,7
post_3868,2282,1912_circle38,7
post_3869,2282,1912_circle21,7
post_3870,2282,1912_circle38,7
post_3871,2282,1912_circle21,7
post_3872,2283,1912_circle15,7
post_3873,2283,1912_circle19,7
post_3874,2283,1912_circle22,7
post_3875,2283,1912_circle23,7
post_3876,2284,1912_circle1,3
post_3877,2284,1912_circle1,3
post_3878,2285,general,3
post_3879,2285,general,3
post_3880,2285,general,3
post_3881,2286,1912_circle41,1
post_3882,2286,1912_circle41,1
post_3883,2287,1912_circle20,3
post_3884,2287,1912_circle20,3
post_3885,2287,1912_circle20,3
post_3886,2288,1912_circle20,1
post_3887,2289,1912_circle38,7
post_3888,2289,1912_circle39,7
post_3889,2289,1912_circle41,7
post_3890,2289,1912_circle38,7
post_3891,2290,1912_circle20,8
post_3892,2290,1912_circle20,8
post_3893,2290,1912_circle20,8
post_3894,2290,1912_circle20,8
post_3895,2290,1912_circle20,8
post_3896,2291,1912_circle36,1
post_3897,2292,1912_circle33,6
post_3898,2292,1912_circle35,6
post_3899,2292,1912_circle38,6
post_3900,2293,1912_circle20,3
post_3901,2293,1912_circle20,3
post_3902,2294,1912_circle21,5
post_3903,2294,1912_circle38,5
post_3904,2294,1912_circle21,5
post_3905,2295,1912_circle36,1
post_3906,2295,1912_circle7,1
post_3907,2296,1912_circle11,2
post_3908,2296,1912_circle41,2
post_3909,2297,1912_circle1,2
post_3910,2298,1912_circle18,1
post_3911,2299,1912_circle20,7
post_3912,2299,1912_circle20,7
post_3913,2299,1912_circle20,7
post_3914,2299,1912_circle20,7
post_3915,2299,1912_circle20,7
post_3916,2300,1912_circle20,5
post_3917,2300,1912_circle20,5
post_3918,2300,1912_circle20,5
post_3919,2301,1912_circle21,1
post_3920,2302,1912_circle33,5
post_3921,2302,1912_circle38,5
post_3922,2302,1912_circle33,5
post_3923,2302,1912_circle38,5
post_3924,2303,general,2
post_3925,2304,1912_circle38,3
post_3926,2304,1912_circle8,3
post_3927,2305,general,1
post_3928,2306,1912_circle20,5
post_3929,2306,1912_circle20,5
post_3930,2306,1912_circle20,5
post_3931,2307,1912_circle20,6
post_3932,2307,1912_circle20,6
post_3933,2307,1912_circle20,6
post_3934,2307,1912_circle20,6
post_3935,2308,1912_circle20,7
post_3936,2308,1912_circle20,7
post_3937,2308,1912_circle20,7
post_3938,2308,1912_circle20,7
post_3939,2309,1912_circle20,8
post_3940,2309,1912_circle20,8
post_3941,2309,1912_circle20,8
post_3942,2309,1912_circle20,8
post_3943,2310,1912_circle11,1
post_3944,2311,1912_circle20,3
post_3945,2311,1912_circle20,3
post_3946,2311,1912_circle20,3
post_3947,2312,1912_circle36,1
post_3948,2313,1912_circle41,4
post_3949,2313,1912_circle41,4
post_3950,2314,1912_circle41,1
post_3951,2315,1912_circle38,3
post_3952,2315,1912_circle38,3
post_3953,2315,1912_circle38,3
post_3954,2316,1912_circle15,1
post_3955,2317,1912_circle41,2
post_3956,2318,1912_circle11,2
post_3957,2319,1912_circle38,5
post_3958,2319,1912_circle42,5
post_3959,2319,1912_circle38,5
post_3960,2320,1912_circle27,1
post_3961,2321,1912_circle23,1
post_3962,2322,1912_circle41,2
post_3963,2322,1912_circle41,2
post_3964,2323,1912_circle20,8
post_3965,2323,1912_circle20,8
post_3966,2323,1912_circle20,8
post_3967,2323,1912_circle20,8
post_3968,2324,1912_circle20,8
post_3969,2324,1912_circle20,8
post_3970,2324,1912_circle20,8
post_3971,2324,1912_circle20,8
post_3972,2325,1912_circle11,4
post_3973,2325,1912_circle41,4
post_3974,2326,1912_circle20,8
post_3975,2326,1912_circle20,8
post_3976,2326,1912_circle20,8
post_3977,2326,1912_circle20,8
post_3978,2327,1912_circle21,5
post_3979,2327,1912_circle21,5
post_3980,2327,1912_circle21,5
post_3981,2328,1912_circle15,7
post_3982,2328,1912_circle21,7
post_3983,2328,1912_circle38,7
post_3984,2328,1912_circle39,7
post_3985,2329,1912_circle20,5
post_3986,2329,1912_circle20,5
post_3987,2329,1912_circle20,5
post_3988,2330,general,2
post_3989,2330,general,2
post_3990,2331,1912_circle41,8
post_3991,2331,1912_circle41,8
post_3992,2331,1912_circle41,8
post_3993,2331,1912_circle41,8
post_3994,2332,1912_circle0,5
post_3995,2332,1912_circle15,5
post_3996,2332,1912_circle38,5
post_3997,2333,1912_circle21,7
post_3998,2333,1912_circle38,7
post_3999,2333,1912_circle21,7
post_4000,2333,1912_circle38,7
post_4001,2334,1912_circle20,6
post_4002,2334,1912_circle20,6
post_4003,2334,1912_circle20,6
post_4004,2335,1912_circle41,2
post_4005,2336,1912_circle15,6
post_4006,2336,1912_circle38,6
post_4007,2336,1912_circle15,6
post_4008,2336,1912_circle38,6
post_4009,2337,1912_circle1,2
post_4010,2337,1912_circle1,2
post_4011,2338,1912_circle38,5
post_4012,2338,1912_circle38,5
post_4013,2338,1912_circle38,5
post_4014,2339,1912_circle20,8
post_4015,2339,1912_circle20,8
post_4016,2339,1912_circle20,8
post_4017,2339,1912_circle20,8
post_4018,2340,1912_circle20,8
post_4019,2340,1912_circle20,8
post_4020,2340,1912_circle20,8
post_4021,2340,1912_circle20,8
post_4022,2341,1912_circle1,2
post_4023,2341,1912_circle41,2
post_4024,2342,1912_circle41,2
post_4025,2343,1912_circle38,4
post_4026,2343,1912_circle38,4
post_4027,2344,1912_circle10,5
post_4028,2344,1912_circle21,5
post_4029,2344,1912_circle39,5
post_4030,2344,1912_circle10,5
post_4031,2345,1912_circle36,3
post_4032,2345,1912_circle41,3
post_4033,2346,1912_circle1,2
post_4034,2346,1912_circle1,2
post_4035,2347,1912_circle20,10
post_4036,2347,1912_circle38,10
post_4037,2347,1912_circle20,10
post_4038,2347,1912_circle38,10
post_4039,2348,1912_circle12,7
post_4040,2348,1912_circle20,7
post_4041,2348,1912_circle12,7
post_4042,2348,1912_circle20,7
post_4043,2348,1912_circle12,7
post_4044,2349,1912_circle27,1
post_4045,2350,1912_circle20,2
post_4046,2351,1912_circle38,5
post_4047,2351,1912_circle38,5
post_4048,2351,1912_circle38,5
post_4049,2352,1912_circle20,7
post_4050,2352,1912_circle20,7
post_4051,2352,1912_circle20,7
post_4052,2352,1912_circle20,7
post_4053,2352,1912_circle20,7
post_4054,2353,1912_circle20,4
post_4055,2353,1912_circle20,4
post_4056,2354,1912_circle20,8
post_4057,2354,1912_circle20,8
post_4058,2354,1912_circle20,8
post_4059,2354,1912_circle20,8
post_4060,2354,1912_circle20,8
post_4061,2355,1912_circle36,2
post_4062,2355,1912_circle42,2
post_4063,2356,1912_circle20,7
post_4064,2356,1912_circle20,7
post_4065,2356,1912_circle20,7
post_4066,2356,1912_circle20,7
post_4067,2356,1912_circle20,7
post_4068,2357,1912_circle41,1
post_4069,2358,1912_circle36,1
post_4070,2359,1912_circle20,6
post_4071,2359,1912_circle20,6
post_4072,2359,1912_circle20,6
post_4073,2360,1912_circle41,1
post_4074,2361,1912_circle41,2
post_4075,2361,1912_circle41,2
post_4076,2362,1912_circle41,1
post_4077,2363,1912_circle20,7
post_4078,2363,1912_circle20,7
post_4079,2363,1912_circle20,7
post_4080,2363,1912_circle20,7
post_4081,2364,1912_circle1,3
post_4082,2364,1912_circle1,3
post_4083,2364,1912_circle1,3
post_4084,2365,1912_circle31,3
post_4085,2365,1912_circle31,3
post_4086,2366,1912_circle41,2
post_4087,2367,1912_circle38,2
post_4088,2368,general,4
post_4089,2368,general,4
post_4090,2369,1912_circle20,8
post_4091,2369,1912_circle3,8
post_4092,2369,1912_circle20,8
post_4093,2369,1912_circle3,8
post_4094,2369,1912_circle20,8
post_4095,2370,1912_circle20,7
post_4096,2370,1912_circle20,7
post_4097,2370,1912_circle20,7
post_4098,2370,1912_circle20,7
post_4099,2370,1912_circle20,7
post_4100,2371,1912_circle36,2
post_4101,2372,1912_circle38,5
post_4102,2372,1912_circle42,5
post_4103,2372,1912_circle38,5
post_4104,2373,1912_circle41,1
post_4105,2374,1912_circle20,7
post_4106,2374,1912_circle20,7
post_4107,2374,1912_circle20,7
post_4108,2374,1912_circle20,7
post_4109,2374,1912_circle20,7
post_4110,2375,1912_circle16,1
post_4111,2376,1912_circle20,8
post_4112,2376,1912_circle27,8
post_4113,2376,1912_circle31,8
post_4114,2376,1912_circle20,8
post_4115,2377,1912_circle21,4
post_4116,2377,1912_circle38,4
post_4117,2378,1912_circle1,2
post_4118,2378,1912_circle1,2
post_4119,2379,1912_circle41,2
post_4120,2379,1912_circle41,2
post_4121,2380,general,1
post_4122,2381,1912_circle20,8
post_4123,2381,1912_circle20,8
post_4124,2381,1912_circle20,8
post_4125,2381,1912_circle20,8
post_4126,2381,1912_circle20,8
post_4127,2382,1912_circle10,1
post_4128,2383,general,1
post_4129,2384,1912_circle21,8
post_4130,2384,1912_circle38,8
post_4131,2384,1912_circle42,8
post_4132,2384,1912_circle21,8
post_4133,2385,1912_circle29,3
post_4134,2385,1912_circle29,3
post_4135,2386,1912_circle20,6
post_4136,2386,1912_circle20,6
post_4137,2386,1912_circle20,6
post_4138,2387,1912_circle20,2
post_4139,2387,1912_circle20,2
post_4140,2388,1912_circle41,1
post_4141,2389,1912_circle36,2
post_4142,2389,1912_circle42,2
post_4143,2390,1912_circle21,2
post_4144,2390,1912_circle21,2
post_4145,2391,1912_circle20,3
post_4146,2391,1912_circle20,3
post_4147,2391,1912_circle20,3
post_4148,2392,1912_circle20,4
post_4149,2392,1912_circle20,4
post_4150,2393,1912_circle20,2
post_4151,2394,1912_circle21,4
post_4152,2394,1912_circle38,4
post_4153,2395,1912_circle20,8
post_4154,2395,1912_circle31,8
post_4155,2395,1912_circle20,8
post_4156,2395,1912_circle31,8
post_4157,2395,1912_circle20,8
post_4158,2396,1912_circle21,3
post_4159,2396,1912_circle21,3
post_4160,2397,1912_circle41,2
post_4161,2398,1912_circle27,5
post_4162,2398,1912_circle38,5
post_4163,2398,1912_circle27,5
post_4164,2398,1912_circle38,5
post_4165,2399,1912_circle21,4
post_4166,2399,1912_circle27,4
post_4167,2400,1912_circle36,1
post_4168,2401,1912_circle27,1
post_4169,2402,1912_circle36,1
post_4170,2403,1912_circle41,1
post_4171,2404,1912_circle20,7
post_4172,2404,1912_circle20,7
post_4173,2404,1912_circle20,7
post_4174,2404,1912_circle20,7
post_4175,2404,1912_circle20,7
post_4176,2405,1912_circle41,1
post_4177,2406,1912_circle41,2
post_4178,2406,1912_circle41,2
post_4179,2407,1912_circle20,4
post_4180,2407,1912_circle20,4
post_4181,2408,1912_circle20,7
post_4182,2408,1912_circle20,7
post_4183,2408,1912_circle20,7
post_4184,2408,1912_circle20,7
post_4185,2409,1912_circle20,8
post_4186,2409,1912_circle20,8
post_4187,2409,1912_circle20,8
post_4188,2409,1912_circle20,8
post_4189,2409,1912_circle20,8
post_4190,2410,1912_circle20,9
post_4191,2410,1912_circle20,9
post_4192,2410,1912_circle20,9
post_4193,2410,1912_circle20,9
post_4194,2411,1912_circle41,2
post_4195,2412,1912_circle41,2
post_4196,2412,1912_circle41,2
post_4197,2413,1912_circle36,1
post_4198,2414,1912_circle20,8
post_4199,2414,1912_circle20,8
post_4200,2414,1912_circle20,8
post_4201,2414,1912_circle20,8
post_4202,2415,1912_circle21,2
post_4203,2415,1912_circle37,2
post_4204,2416,1912_circle11,2
post_4205,2417,general,3
post_4206,2417,general,3
post_4207,2418,1912_circle20,5
post_4208,2418,1912_circle20,5
post_4209,2418,1912_circle20,5
post_4210,2419,1912_circle11,5
post_4211,2419,1912_circle38,5
post_4212,2419,1912_circle41,5
post_4213,2420,1912_circle38,4
post_4214,2420,1912_circle38,4
post_4215,2421,1912_circle10,1
post_4216,2422,1912_circle36,1
post_4217,2423,1912_circle20,7
post_4218,2423,1912_circle20,7
post_4219,2423,1912_circle20,7
post_4220,2423,1912_circle20,7
post_4221,2424,1912_circle15,1
post_4222,2425,1912_circle13,2
post_4223,2426,1912_circle12,1
post_4224,2427,general,1
post_4225,2428,1912_circle20,8
post_4226,2428,1912_circle20,8
post_4227,2428,1912_circle20,8
post_4228,2428,1912_circle20,8
post_4229,2428,1912_circle20,8
post_4230,2429,general,4
post_4231,2429,general,4
post_4232,2429,general,4
post_4233,2430,1912_circle20,6
post_4234,2430,1912_circle20,6
post_4235,2430,1912_circle20,6
post_4236,2431,1912_circle23,1
post_4237,2432,1912_circle21,2
post_4238,2432,1912_circle21,2
post_4239,2433,1912_circle20,6
post_4240,2433,1912_circle44,6
post_4241,2433,1912_circle20,6
post_4242,2434,1912_circle21,4
post_4243,2434,1912_circle21,4
post_4244,2435,general,2
post_4245,2436,1912_circle33,4
post_4246,2436,1912_circle38,4
post_4247,2437,1912_circle10,1
post_4248,2438,1912_circle21,3
post_4249,2438,1912_circle38,3
post_4250,2438,1912_circle21,3
post_4251,2439,1912_circle16,1
post_4252,2440,1912_circle41,2
post_4253,2440,1912_circle41,2
post_4254,2441,1912_circle36,1
post_4255,2442,1912_circle20,1
post_4256,2443,1912_circle20,1
post_4257,2444,1912_circle27,1
post_4258,2445,1912_circle36,3
post_4259,2445,1912_circle38,3
post_4260,2446,1912_circle20,7
post_4261,2446,1912_circle20,7
post_4262,2446,1912_circle20,7
post_4263,2446,1912_circle20,7
post_4264,2446,1912_circle20,7
post_4265,2447,1912_circle1,2
post_4266,2448,1912_circle36,2
post_4267,2449,1912_circle20,2
post_4268,2450,1912_circle36,1
post_4269,2451,1912_circle21,5
post_4270,2451,1912_circle38,5
post_4271,2451,1912_circle21,5
post_4272,2452,1912_circle41,1
post_4273,2453,1912_circle45,1
post_4274,2454,1912_circle36,1
post_4275,2455,1912_circle10,1
post_4276,2456,1912_circle10,1
post_4277,2457,1912_circle32,1
post_4278,2458,1912_circle15,4
post_4279,2458,1912_circle21,4
post_4280,2459,1912_circle1,2
post_4281,2459,1912_circle43,2
post_4282,2460,1912_circle20,7
post_4283,2460,1912_circle20,7
post_4284,2460,1912_circle20,7
post_4285,2460,1912_circle20,7
post_4286,2461,1912_circle38,5
post_4287,2461,1912_circle4,5
post_4288,2461,1912_circle8,5
post_4289,2462,1912_circle20,4
post_4290,2462,1912_circle20,4
post_4291,2462,1912_circle20,4
post_4292,2463,1912_circle33,6
post_4293,2463,1912_circle38,6
post_4294,2463,1912_circle33,6
post_4295,2463,1912_circle38,6
post_4296,2464,1912_circle20,9
post_4297,2464,1912_circle20,9
post_4298,2464,1912_circle20,9
post_4299,2464,1912_circle20,9
post_4300,2464,1912_circle20,9
post_4301,2465,1912_circle40,3
